"";"pred";"obs"
"1";0,664354622364044;0,658153747555843
"2";0,381373733282089;0,386570347242316
"3";0,576669573783875;0,59100537164583
"4";0,804783701896667;0,809517872418534
"5";0,44652983546257;0,431792735313136
"6";0,786268472671509;0,772019491018301
"7";0,314832538366318;0,283418469750055
"8";0,121693849563599;0,100411114997162
"9";0,648250341415405;0,666500602130325
"10";0,523680806159973;0,522611187806433
"11";0,155004128813744;0,158963502154317
"12";0,115118503570557;0,0490843415742953
"13";0,803004145622253;0,792076810566259
"14";0,285334289073944;0,271583400313527
"15";0,5567547082901;0,547028816420302
"16";0,272232174873352;0,293509400610674
"17";0,269018769264221;0,251650697686575
"18";0,860621869564056;0,859225174018318
"19";0,508306503295898;0,501930982980715
"20";0,274652093648911;0,25551265119005
"21";0,776106655597687;0,783231575513431
"22";0,677022695541382;0,669864200071364
"23";0,776106655597687;0,783231575513431
"24";0,230057522654533;0,214401413090854
"25";0,289099037647247;0,274947060544339
"26";0,660032212734222;0,658652078202369
"27";0,619667530059814;0,630123349448694
"28";0,267421931028366;0,23346207134576
"29";0,46255624294281;0,451849992571322
"30";0,7297682762146;0,703251531163611
"31";0,343247830867767;0,288775390277199
"32";0,579764306545258;0,573937998603164
"33";0,531607329845428;0,484240712202335
"34";0,338277548551559;0,385449118860075
"35";0,31123012304306;0,325650923773537
"36";0,325558066368103;0,305593641599443
"37";0,442734092473984;0,445745632135185
"38";0,65430623292923;0,648436555336653
"39";0,42671075463295;0,423819594464173
"40";0,365476012229919;0,329762048829253
"41";0,516487836837769;0,505668356937046
"42";0,163432613015175;0,16643827498289
"43";0,635518074035645;0,638470204023177
"44";0,17317458987236;0,184876047960036
"45";0,471736341714859;0,434782619528656
"46";0,878823399543762;0,967484738195708
"47";0,429985344409943;0,361529845808642
"48";0,525501072406769;0,525601109395817
"49";0,480933636426926;0,468543664346422
"50";0,0728280544281006;0,0671483759100131
"51";0,206950485706329;0,171670628420845
"52";0,141201764345169;0,143141899667171
"53";0,696991145610809;0,700012475395851
"54";0,474757969379425;0,462439291452331
"55";0,354659020900726;0,369253765273546
"56";0,308418571949005;0,28815248008353
"57";0,478713244199753;0,480877051971522
"58";0,292555212974548;0,343839550114353
"59";0,116191104054451;0,122710853935738
"60";0,273026376962662;0,243303868028002
"61";0,254476547241211;0,241933480551476
"62";0,798377692699432;0,807026318849541
"63";0,809848487377167;0,760807319317486
"64";0,934422194957733;0,933972902304047
"65";0,674383103847504;0,662514006789934
"66";0,622447371482849;0,591379097829304
"67";0,165195003151894;0,164320422681461
"68";0,210643574595451;0,232216263416376
"69";0,382774710655212;0,377849766484359
"70";0,354133129119873;0,385822845043549
"71";0,774668633937836;0,815622332518309
"72";0,494866609573364;0,502180142075001
"73";0,812802195549011;0,816494389348309
"74";0,150067061185837;0,125077865331453
"75";0,499783992767334;0,527096051503577
"76";0,254675954580307;0,291516140314343
"77";0,457144975662231;0,461567234622331
"78";0,508449375629425;0,526722337778057
"79";0,663573384284973;0,667870939775033
"80";0,365922808647156;0,361903571992116
"81";0,273235470056534;0,27345211843658
"82";0,89398854970932;0,889124190584881
"83";0,275863587856293;0,266724810432909
"84";0,332913458347321;0,327644196527824
"85";0,375350564718246;0,363896869662311
"86";0,47484415769577;0,443378583365606
"87";0,652561187744141;0,642456749531749
"88";0,4927918612957;0,490718848653765
"89";0,362382739782333;0,365142640217831
"90";0,188249439001083;0,173788480722274
"91";0,619535684585571;0,593746146598882
"92";0,440648108720779;0,437274210471514
"93";0,561143398284912;0,490095913544186
"94";0,5606449842453;0,547153371051535
"95";0,38054957985878;0,323533071472108
"96";0,50560474395752;0,497072393100097
"97";0,444920599460602;0,411237085118652
"98";0,117961041629314;0,0706366032300138
"99";0,582956910133362;0,578796588483782
"100";0,584479033946991;0,558116383658064
"101";0,613538980484009;0,602591281988072
"102";0,111611776053905;0,141771524648599
"103";0,541903376579285;0,527843553702343
"104";0,505337834358215;0,462065515437038
"105";0,161050215363503;0,163074627210032
"106";0,420436978340149;0,39952663260313
"107";0,26468950510025;0,267472275257812
"108";0,392263203859329;0,387068677888842
"109";0,510092854499817;0,513766052417243
"110";0,431852459907532;0,417715234028036
"111";0,362175941467285;0,32727047034435
"112";0,119622640311718;0,076741001040015
"113";0,45562732219696;0,478136289476424
"114";0,538918733596802;0,522860346900719
"115";0,573548138141632;0,601345449142779
"116";0,0668045058846474;0,0773638987757294
"117";0,609718918800354;0,605581166203592
"118";0,387910544872284;0,391179778028648
"119";0,336254745721817;0,31257008378149
"120";0,533514142036438;0,441883641257846
"121";0,6511270403862;0,615422962885834
"122";0,45279249548912;0,480005007599477
"123";0,704064667224884;0,672854134118703
"124";0,31927078962326;0,310078480380677
"125";0,842573463916779;0,741995770325047
"126";0,353117823600769;0,339603845511495
"127";0,280086070299149;0,295627252912103
"128";0,09469323605299;0,121091319822881
"129";0,325333923101425;0,254391435265764
"130";0,125313654541969;0,119970103898595
"131";0,238726869225502;0,295627252912103
"132";0,580443441867828;0,60956769925421
"133";0,475070089101791;0,460446018698045
"134";0,420149117708206;0,355300868451498
"135";0,25984114408493;0,29550267336496
"136";0,98737770318985;0,989410763408765
"137";0,348195910453796;0,347452344523542
"138";0,385031998157501;0,374610723174554
"139";0,707157254219055;0,683817146725231
"140";0,864059388637543;0,821851309875453
"141";0,125843539834023;0,105020558241449
"142";0,113841108977795;0,115236081107165
"143";0,542785167694092;0,495826610086623
"144";0,486974507570267;0,483617826924575
"145";0,343164622783661;0,350193119476594
"146";0,174710676074028;0,139404513252884
"147";0,786268472671509;0,772019491018301
"148";0,575740814208984;0,577301596544203
"149";0,530328214168549;0,561480043888876
"150";0,641186714172363;0,626385975492363
"151";0,284603893756866;0,259250025146382
"152";0,429411500692368;0,378597256225171
"153";0,0658218264579773;0,0566836939500111
"154";0,324275702238083;0,290021198206583
"155";0,282311707735062;0,251276946587192
"156";0,155078917741776;0,154104899815744
"157";0,80756026506424;0,792076810566259
"158";0,517692387104034;0,529961381087863
"159";0,627662837505341;0,636103155253598
"160";0,647514760494232;0,625264747110122
"161";0,664424896240234;0,647190734949314
"162";0,47447144985199;0,387068677888842
"163";0,0839057415723801;0,10464681960002
"164";0,202875822782516;0,164320422681461
"165";0,394346386194229;0,380092198332931
"166";0,484312355518341;0,496947826010909
"167";0,210641741752625;0,288401651635771
