Cement, BlastFurnaceSlag, FlyAsh, Water, Superplasticizer, CoarseAggregate, FineAggregate, Age, ConcreteCompressiveStrength
0.8515981735159818,0.0,0.0,0.848242807865243,0.0,0.3808139534883721,0.0,0.49175824175824173,0.5019309829807147
0.3995433789954338,0.0,0.0,0.5527156442344004,0.0,0.48546511627906974,0.6573005915083147,0.9862637362637363,0.39080605184517386
0.4748858447488584,0.39788537113887656,0.5547226220472977,0.3690095695449577,0.6832297924462797,0.32848837209302323,0.14300051036631273,0.07417582417582418,0.3906814473821215
0.521689497716895,0.47189763169556426,0.0,0.583865756801895,0.25155278721885754,0.029069767441860465,0.5225790279525757,0.07417582417582418,0.6763423489807487
0.2550228242009132,0.27295492386680453,0.12243877693836751,0.4784344683330942,0.21428570763087865,0.7697675843023254,0.4801807213355177,0.03571428571428571,0.3495701968249706
0.5662100456621004,0.0,0.0,0.6485622918984575,0.0,0.502906976744186,0.4540893399351334,0.016483516483516484,0.196835672027798
0.1632420091324201,0.1393989950929159,0.867066440767623,0.3434504874628711,0.20186334776821901,0.5965116627906977,0.5005017862820945,0.03571428571428571,0.3822100257184509
0.4406392694063927,0.0,0.0,0.5047923204023719,0.0,0.7790697674418605,0.4390366546334163,0.016483516483516484,0.15535069528717318
0.2015981803652968,0.0,0.6256871226680523,0.35782750857414164,0.3074534066008259,0.8081395348837209,0.5140492632643813,0.03571428571428571,0.21290644606718445
0.18698628767123285,0.3411240958451435,0.0,0.6525559022177931,0.0,0.4598837558139535,0.5168088620256215,0.07417582417582418,0.2705867639363838
0.488812799086758,0.5862548706664698,0.0,0.51038335088778,0.0,0.5116279069767442,0.23908678810356976,0.016483516483516484,0.2754453911908656
0.07077625570776255,0.5564830365578692,0.0,0.5607028648730719,0.0,0.3674419302325582,0.6151531027688774,0.005494505494505495,0.056683693950011056
0.182648401826484,0.12576516904449364,0.6096951341420749,0.3865814309883729,0.25465837718452244,0.7511628604651164,0.4683894210771353,0.1510989010989011,0.5128939955872429
0.2545662100456621,0.0,0.8705646765447873,0.29872200396298726,0.3633540259827942,0.705232488372093,0.4463121794066542,0.03571428571428571,0.3396038455114948
0.4301369726027397,0.0,0.48075959078182134,0.36980833953214876,0.29192545677250137,0.4656977093023256,0.6798796194608904,0.27197802197802196,0.5810390203323539
0.11187214611872145,0.0,0.9245377034121628,0.3610223489062863,0.4968943945063853,0.7936046511627907,0.21073759422403981,0.07417582417582418,0.13865703597002707
0.4474885844748858,0.0,0.5347326176491969,0.33706068699027203,0.40372669553643803,0.4418604651162791,0.4766683678877091,0.07417582417582418,0.41771523402803623
0.9452054794520548,0.0,0.0,0.3210862457129292,0.25465837718452244,0.0,0.5218264237928605,0.07417582417582418,0.4863585395878545
0.5273972602739726,0.0,0.0,0.5607028648730719,0.0,0.37848840697674424,0.6236828674570718,0.07417582417582418,0.369253765273546
0.3949771689497717,0.0,0.0,0.48881787912502905,0.0,0.8343023255813954,0.5368791090945776,0.07417582417582418,0.2761928560157682
0.3059360730593607,0.4368391836979274,0.0,0.5607028648730719,0.0,0.4988371395348836,0.3891118548386465,0.005494505494505495,0.14002741098859875
0.3424657534246575,0.0,0.0,0.5047923204023719,0.0,0.9011627906976745,0.4766683678877091,0.016483516483516484,0.1417715246485991
0.07694063242009132,0.566221489697632,0.0,0.51038335088778,0.0,0.7999998575581397,0.41470144995693625,0.07417582417582418,0.19770775377370758
0.680365296803653,0.0,0.0,0.5207667616797147,0.0,0.6511627906976745,0.37882591342654776,0.016483516483516484,0.3464557081463986
0.3009132488584475,0.0,0.4727635940200821,0.6078274187179094,0.14285713842058576,0.42441860465116277,0.6477672542559311,0.03571428571428571,0.24679207043209342
0.0867579908675799,0.37006121931098307,0.514742613251096,0.6246006299824431,0.21739129759654355,0.33430232558139533,0.3988961604955039,0.07417582417582418,0.42494082284641393
0.45662100456621,0.0,0.0,0.6485622918984575,0.0,0.502906976744186,0.5594581370471533,0.03571428571428571,0.196835672027798
0.34109587671232877,0.0,0.5912043950663349,0.5327475926377219,0.18012421800856465,0.6610465813953489,0.4106874607538863,0.005494505494505495,0.1854989332377958
0.958904109589041,0.0,0.0,0.19329071549418644,0.0,0.2761627906976744,0.7576518268530955,0.07417582417582418,0.9051949646242672
0.4863013698630137,0.38119088004214047,0.0,0.18530349485551503,0.18322980797422958,0.9563953488372093,0.37882591342654776,0.07417582417582418,0.9894107634087645
0.4641552237442922,0.566221489697632,0.0,0.6525559022177931,0.0,0.477907046511628,0.0928248926939223,0.005494505494505495,0.147128445175743
0.14931505479452054,0.361435715549845,0.6426786713839479,0.42891372433499336,0.2422360173218628,0.5968022906976743,0.3828399026295977,0.1510989010989011,0.6152983957966462
0.5949771826484018,0.5258764695471865,0.0,0.3442491376417524,0.3602484360171293,0.4177325930232559,0.40592071686426795,0.016483516483516484,0.25626012847290713
0.10730593607305935,0.6566499831382858,0.0,0.43290733465432907,0.40372669553643803,0.13372093023255813,0.7501254842022369,0.07417582417582418,0.38158714044069125
0.8881278538812786,0.072342794752523,0.6146926352416001,0.7044728363691574,0.1211180086609314,0.23546511627906977,0.26342199278004974,0.005494505494505495,0.29002119820658273
0.9801369589041096,0.0,0.0,0.15974441277342843,0.8757764013734037,0.14854644186046503,0.7518816609261413,0.07417582417582418,0.6736016363174695
0.5385844611872146,0.5258764695471865,0.0,0.42412134402846663,0.29503104673816627,0.4177325930232559,0.40592071686426795,0.005494505494505495,0.271209674130053
0.7431506849315068,0.13216472118249395,0.0,0.848242807865243,0.0,0.3808139534883721,0.0,0.2445054945054945,0.4884764168051929
0.6543379132420092,0.27017250868401516,0.0,0.2883385931710525,0.37577638584545386,0.14854644186046503,0.8321626492019659,0.005494505494505495,0.3210414929872055
0.1461187214611872,0.7234279475252301,0.0,0.48881787912502905,0.40372669553643803,0.1686046511627907,0.5845459458833485,0.07417582417582418,0.4432540287343722
0.7853881278538812,0.06677796438694432,0.39480258686249114,0.3210862457129292,0.3602484360171293,0.48255813953488375,0.29603614426710356,0.016483516483516484,0.6189111652899257
1.0,0.0,0.0,0.40894567273831484,0.0,0.9418604651162791,0.04766683678877091,0.016483516483516484,0.6263859754923626
0.2748858310502283,0.0,0.4832583413315839,0.5391373931103209,0.13975154845492085,0.4828487674418604,0.6931761280387032,0.005494505494505495,0.11523608110716534
0.16073057990867579,0.03784084648593511,0.8615691595731386,0.27955272235349976,0.12732918859226122,0.5968022906976743,0.6583041640725037,0.1510989010989011,0.4175906171070292
0.6643835616438356,0.0,0.0,0.5607028648730719,0.0,0.40581388372093014,0.480682357090759,0.005494505494505495,0.21016570848799576
0.11187214611872145,0.0,0.9195402023126376,0.3610223489062863,0.37267079587978896,0.5523255813953488,0.44656299728427484,0.07417582417582418,0.16494332041717505
0.2511415525114155,0.3931552736753802,0.0,0.6525559022177931,0.0,0.5011628604651164,0.39136981784464536,0.016483516483516484,0.15821602487145944
0.634703196347032,0.2643294423649879,0.0,0.848242807865243,0.0,0.3808139534883721,0.0,0.739010989010989,0.4836178269245753
0.5949771826484018,0.5258764695471865,0.0,0.3442491376417524,0.3602484360171293,0.4177325930232559,0.40592071686426795,0.24725274725274726,0.9588888117326227
0.1429223881278539,0.0,0.7516241353835841,0.47763581815421297,0.3633540259827942,0.6462208953488372,0.3384346014110147,0.07417582417582418,0.1955899014722786
0.12557077625570776,0.6566499831382858,0.0,0.5607028648730719,0.0,0.3906977441860466,0.4696438115189451,0.2445054945054945,0.5113990534794831
0.3431506917808219,0.0,0.4937531236255935,0.1956869056474498,0.4409937751244169,0.5430232209302325,0.7400903606677589,0.03571428571428571,0.497819882840909
0.18127852511415524,0.0,0.8345826836207091,0.38178917049015587,0.23602483739053298,0.7401162093023255,0.46111389630389743,0.03571428571428571,0.2400647873443326
0.14634704566210047,0.0,0.8160919445449691,0.4369009449736648,0.13975154845492085,0.7488371395348836,0.46688406223085166,0.1510989010989011,0.3276441965278235
0.29155250456621,0.0,0.5907046149713758,0.5862619469551584,0.18944098790555938,0.6601743488372093,0.41043649234941243,0.005494505494505495,0.13741124049859824
0.16210045662100456,0.3227601612035642,0.0,0.5607028648730719,0.0,0.42383717441860463,0.6593075861098396,0.016483516483516484,0.1128690697114506
0.7374429223744292,0.2957707422777531,0.0,0.2531948702842221,0.5124223443347098,0.14854644186046503,0.7353236167781405,0.005494505494505495,0.38706867788884214
0.1141552511415525,0.0,0.5597201231468228,0.49680509976370046,0.24844719725319264,0.5552325581395349,0.5569493561635338,0.07417582417582418,0.12271085393573823
1.0,0.0,0.0,0.40894567273831484,0.0,0.9418604651162791,0.04766683678877091,0.03571428571428571,0.7154603143256588
0.4824200639269406,0.40345020150445526,0.0,0.45287538625100765,0.24844719725319264,0.5840116976744187,0.23758157978413932,0.07417582417582418,0.4823719940792823
0.12557077625570776,0.6566499831382858,0.0,0.5607028648730719,0.0,0.3906977441860466,0.4696438115189451,0.005494505494505495,0.09169054669716074
0.2963470388127854,0.0,0.6076961237072627,0.41693289337698625,0.20807452769954884,0.7424419302325582,0.4628700730278017,0.03571428571428571,0.30447241321720225
0.3141552648401827,1.0,0.0,0.51038335088778,0.0,0.4087208604651162,0.17636726601308172,0.07417582417582418,0.46231468698927836
0.11643835616438356,0.2838063486445133,0.0,0.5607028648730719,0.0,0.25290697674418605,0.8758153462608337,0.07417582417582418,0.19471781972636898
0.08584476255707764,0.5826377225815981,0.0,0.5607028648730719,0.0,0.7151162790697675,0.5341195103333374,0.07417582417582418,0.3227856066472058
0.4824200639269406,0.7295492943163489,0.0,0.42891372433499336,0.26708073704718205,0.7148256511627907,0.04465626962305684,0.07417582417582418,0.715958644972185
0.39977170319634703,0.0,0.4867566170887571,0.3099041847421131,0.36645961594845916,0.5026163488372094,0.7064726366165159,0.07417582417582418,0.5724430066635855
0.541095890410959,0.0,0.0,0.6006389680664289,0.0,0.48546511627906974,0.4691420252368505,1.0,0.45546281189641996
0.3504566210045662,0.4738453139762713,0.0,0.51038335088778,0.0,0.6558138837209302,0.326894119030253,0.016483516483516484,0.18574810479003623
0.7853881278538812,0.06677796438694432,0.39480258686249114,0.3210862457129292,0.3602484360171293,0.48255813953488375,0.29603614426710356,0.1510989010989011,0.6592749634801287
0.6255707762557078,0.0,0.0,0.7412140992303698,0.0,0.5886627906976745,0.4224787610122687,0.03571428571428571,0.2901457777537256
0.7374429223744292,0.2957707422777531,0.0,0.2531948702842221,0.5124223443347098,0.14854644186046503,0.7353236167781405,0.016483516483516484,0.5839043499166401
