"";"pred";"obs"
"1";0,639542877674103;0,581039020332354
"2";0,626621782779694;0,486358539587855
"3";0,310228794813156;0,369253765273546
"4";0,25029730796814;0,276192856015768
"5";0,275050282478333;0,346455708146399
"6";0,287586063146591;0,424940822846414
"7";0,224694088101387;0,196835672027798
"8";0,181104987859726;0,185498933237796
"9";0,615885853767395;0,615298395796646
"10";0,379247844219208;0,381587140440691
"11";0,46146547794342;0,443254028734372
"12";0,486132144927979;0,618911165289926
"13";0,571416676044464;0,417590617107029
"14";0,202447265386581;0,164943320417175
"15";0,169088780879974;0,195589901472279
"16";0,367431640625;0,327644196527824
"17";0,590120315551758;0,482371994079282
"18";0,0973788276314735;0,0916905466971607
"19";0,302509605884552;0,304472413217202
"20";0,556393027305603;0,462314686989278
"21";0,48263880610466;0,45546281189642
"22";0,779151320457458;0,659274963480129
"23";0,454967737197876;0,414102414702938
"24";0,184453397989273;0,135168808650026
"25";0,350058138370514;0,359411993507213
"26";0,128098905086517;0,113865706088594
"27";0,649676859378815;0,629126737987461
"28";0,170653194189072;0,0887006375657316
"29";0,390729784965515;0,405755609960274
"30";0,204357624053955;0,282297253825769
"31";0,710303723812103;0,803413499524442
"32";0,122266747057438;0,126074501708596
"33";0,391361057758331;0,333125709060065
"34";0,359255939722061;0,52983682645663
"35";0,101079478859901;0,0982932626957335
"36";0,844765603542328;0,911548546444464
"37";0,35247203707695;0,40986671010008
"38";0,647910118103027;0,602965008171546
"39";0,802734851837158;0,688551132142796
"40";0,661409735679626;0,63946681548441
"41";0,779151320457458;0,731780259917286
"42";0,114495806396008;0,113118228805736
"43";0,35837197303772;0,436900496745995
"44";0,146285966038704;0,186246435436562
"45";0,14085228741169;0,0558116371200109
"46";0,314445525407791;0,283667628844341
"47";0,315230667591095;0,490220518007239
"48";0,613255679607391;0,618288280012166
"49";0,481957793235779;0,501058926150714
"50";0,261721253395081;0,298741741590675
"51";0,551532864570618;0,493459573774999
"52";0,629051804542542;0,440388699150086
"53";0,20204259455204;0,189485503662277
"54";0,185560077428818;0,195216150372895
"55";0,479022264480591;0,521739130976433
"56";0,847304880619049;0,880279055195691
"57";0,525510311126709;0,667372658960325
"58";0,436853617429733;0,48012956223071
"59";0,469077676534653;0,427432413789272
"60";0,363733381032944;0,398156245126604
"61";0,354229211807251;0,390806051845174
"62";0,552957594394684;0,532577588951728
"63";0,160918101668358;0,242805537381476
"64";0,112884260714054;0,130310206311454
"65";0,366041362285614;0,379220141502931
"66";0,680071830749512;0,74324160317034
"67";0,244050398468971;0,113865706088594
"68";0,736558556556702;0,812756965560159
"69";0,190525874495506;0,189485503662277
"70";0,549463212490082;0,462065515437038
"71";0,273034662008286;0,229226366742902
"72";0,329743385314941;0,370125847019456
"73";0,368161767721176;0,40986671010008
"74";0,241348192095757;0,281425196995769
"75";0,133681371808052;0,10028653545002
"76";0,14162465929985;0,219260002971471
"77";0,195852503180504;0,163323786304318
"78";0,400967568159103;0,403014835007222
"79";0,505898058414459;0,513890656880295
"80";0,399743050336838;0,464058838023143
"81";0,35077315568924;0,370499573202929
"82";0,219608843326569;0,291017834583726
"83";0,672537386417389;0,71209671638462
"84";0,396588832139969;0,540426063047865
"85";0,46073979139328;0,461318075528045
"86";0,549809098243713;0,59100537164583
"87";0,744909703731537;0,742369496508521
"88";0,416120707988739;0,437149606008462
"89";0,863005638122559;0,970100896227754
"90";0,15168459713459;0,181263228634938
"91";0,807471990585327;0,749595135158718
"92";0,549804091453552;0,482371994079282
"93";0,678973972797394;0,552510291578679
"94";0,325376987457275;0,36726049251926
"95";0,50379490852356;0,450105891369276
"96";0,276804685592651;0,372617450420268
"97";0,291550755500793;0,207798684634326
"98";0,589332163333893;0,611685576471548
"99";0,84665185213089;0,86321171952689
"100";0,421091109514236;0,436028439915995
"101";0,122890010476112;0,0320169436157205
"102";0,389385282993317;0,315559992912919
"103";0,383076965808868;0,337112242110682
"104";0,514627873897552;0,495951164717856
"105";0,370140641927719;0,492836676039284
"106";0,388025283813477;0,360533209431499
"107";0,684948086738586;0,722063067698096
"108";0,525510311126709;0,667372658960325
"109";0,779151320457458;0,67036253071789
"110";0,865321159362793;0,933972902304047
"111";0,400744885206223;0,480005007599477
"112";0,445620715618134;0,458826472127232
"113";0,548091351985931;0,493335006685811
"114";0,222002893686295;0,165441638605747
"115";0,119587816298008;0,129562729028597
"116";0,460580468177795;0,361529845808642
"117";0,181809946894646;0,186993900261465
"118";0,687012434005737;0,798430292722818
"119";0,666952967643738;0,705992293658709
"120";0,249890357255936;0,5845272351944
"121";0,439599245786667;0,58390434991664
"122";0,197852686047554;0,196835672027798
"123";0,357009530067444;0,315809152007204
"124";0,255959093570709;0,287031289075154
"125";0,290202409029007;0,207798684634326
"126";0,444590240716934;0,515385598988055
"127";0,59517377614975;0,523981562825005
"128";0,465109139680862;0,442008245720898
"129";0,324373990297318;0,339105514864969
"130";0,381531536579132;0,392051822400693
"131";0,593855977058411;0,480877051971522
"132";0,414981991052628;0,43403511732989
"133";0,459508568048477;0,644948290642788
"134";0,659162580966949;0,552510291578679
"135";0,538566768169403;0,518375483203575
"136";0,330525726079941;0,291765299408628
"137";0,67674446105957;0,733898137134624
"138";0,251863092184067;0,307836073448015
"139";0,402715265750885;0,46430794728561
"140";0,21068412065506;0,214152241538613
"141";0,628731548786163;0,709729667615041
"142";0,483068704605103;0,498567322749902
"143";0,51114147901535;0,707113509582995
"144";0,256472051143646;0,297371391488013
"145";0,876662313938141;0,895228650684656
"146";0,393196195363998;0,457456084650706
"147";0,0698474049568176;0,0713840805128711
"148";0,075823687016964;0,150367513401458
"149";0,0905194208025932;0,0123333751671453
"150";0,328154414892197;0,361529845808642
"151";0,594039082527161;0,447116007153756
"152";0,127079501748085;0,167185752265747
"153";0,150652498006821;0,151613308872887
"154";0,187490805983543;0,194717819726369
